timestamp,Bitcoin
2026-06-10 11:37,225233.0
2026-06-10 11:38,225233.0
2026-06-10 11:44,225209.0
2026-06-10 11:45,225209.0
2026-06-10 14:21,9,Extreme Fear
2026-06-10 14:22,9,Extreme Fear
2026-06-10 14:25,224687.0
2026-06-10 14:29,,25.78
2026-06-10 14:33,Warszawa,17.13
2026-06-10 14:36,Krypto,Bitcoin,226483.0
2026-06-16 15:05,Krypto,Bitcoin,242648.0
2026-06-16 15:06,Krypto,Bitcoin,242648.0
2026-06-23 12:16,JPY,0.023263
2026-06-23 15:13,JPY,0.023263
